Date,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
16/02 12:00,,195.6999969,144.1999969,195.6000061,73.48000336,86.34999847,87.19000244,52.06000137,71.33000183,82.91000366,142.3000031,54.16999817,83.83999634,100.1999969,78.80000305,55.20000076,49.47000122,34.15999985,25.44000053,19.67000008,29.47999954,21.04000092,17.06999969,18.90999985,18.78000069,33.81000137,22.90999985,33.54000092,90.08000183,91.08000183,56.20000076,50.40000153,,78.88999939,86.86000061,57.43000031,42.97000122,48.31000137,,36.5,42.81999969,27.06999969,43.93000031,51.84999847,66.05999756,21.43000031,54.84999847,38.68000031,45.29999924,83.30999756,72.33000183,56.65000153
17/02 12:00,,193.6000061,140.3000031,193.6000061,73.37000275,85.93000031,84.26000214,50.70999908,68.70999908,81.15000153,138.8000031,51.88999939,80.48000336,98.62999725,78.37999725,54.27000046,49.13000107,33.22999954,25.21999931,18.90999985,27.67000008,18.87000084,16.62999916,18.29999924,17.72999954,34.34000015,21.88999939,32.33000183,86.65000153,87.47000122,53.79999924,49.20000076,,75.45999908,85.36000061,56,43.18999863,47.65000153,,36.45000076,41.77000046,26.56999969,43.79000092,50.65000153,58.91999817,20.62999916,53.02999878,38.54000092,42.54000092,81.25,70.84999847,56.59999847
18/02 12:00,,192.8000031,136.3000031,193.3999939,75.62000275,84.51000214,81.91000366,48.93000031,66.37999725,78.88999939,136.1999969,49.5,79.55999756,97.01000214,77.29000092,53.93000031,48,31.63999939,24.29000092,18.29999924,26.12000084,17.72999954,16.60000038,17.56999969,17.10000038,33.49000168,20.32999992,30.69000053,88.45999908,86.76999664,51.40000153,48.79999924,,71.16999817,83.87000275,55.45000076,39.68999863,46.45999908,,35.63999939,40.77999878,25.42000008,42.88000107,49.45000076,60.02000046,19.82999992,51.81999969,37.06999969,41.18999863,80.13999939,68.91000366,56.31000137
19/02 12:00,,190.8000031,132.8000031,190.8999939,79.91000366,83.33000183,81.40000153,47.84000015,65,78.37999725,132.3000031,46.68999863,77.37999725,95.38999939,77.20999908,52.79999924,47.06999969,30.63999939,22.90999985,17.70000076,25.09000015,17.10000038,16.46999931,16.53000069,16.5,32.54000092,18.95999908,29.69000053,84.47000122,89.77999878,49,50.72999954,,68.29000092,82.37999725,54.25,38.63999939,44.52000046,,35.11000061,40.13999939,24.28000069,42.74000168,48.25,55.59999847,19.07999992,50.11999893,35.11000061,39.72999954,76.38999939,68.05000305,55.15999985
20/02 12:00,,190,130.1999969,182.1999969,79.88999939,82.58000183,79.98000336,46.81000137,63.97999954,76.95999908,128.3000031,44.34999847,77.20999908,93.76999664,77.20999908,51.86999893,46.77000046,29.69000053,22.06999969,16.96999931,23.53000069,16.5,15.89999962,15.89999962,15.89999962,31.79999924,18.29999924,28.53000069,81.05000305,93.23999786,46.90000153,52,,66.68000031,80.87999725,52.5,37.59000015,43.36999893,,34.15999985,38.61999893,23.42000008,41.77000046,47.06000137,55.40999985,19,48.75999832,33.20999908,39.15000153,75.26999664,66.02999878,54.25
21/02 12:00,,187.3000031,126.3000031,178.8999939,78.80000305,80.73000336,77.83999634,45.77999878,64.19999695,75.48999786,124.8000031,42.22999954,76.58000183,92.15000153,76.87000275,51.52999878,45.77999878,28.95000076,21.09000015,15.80000019,22.11000061,15.89999962,15.17000008,15.17000008,15.30000019,31.32999992,17.82999992,26.93000031,77.12999725,91.90000153,45.77999878,52.66999817,,64.01999664,79.38999939,50.65000153,36.59999847,42.79999924,,33.65000153,37.56999969,22.95000076,40.72000122,45.99000168,53.63999939,18.96999931,46.52999878,31.37000084,38.65999985,73.87999725,63.95999908,53.90999985
22/02 12:00,,183.8999939,122.3000031,176.8000031,78.72000122,81.66000366,74.05000305,44.75,66.59999847,73.87999725,122.1999969,42.79999924,74.26000214,90.55000305,75.77999878,50.40000153,44.72999954,28.47999954,19.70999908,14.72999954,21.09000015,15.30000019,14.13000011,14.13000011,14.69999981,29.53000069,17.79999924,26.06999969,73.94999695,88.36000061,44.72999954,51.86999893,,61.86000061,77.90000153,49.45000076,36.00999832,42.79999924,,33.20999908,36.13000107,22.21999931,39.66999817,44.93999863,50.20999908,18.42000008,44.41999817,30.79999924,39.5,70.95999908,61.15999985,53.04999924
23/02 12:00,,179.1000061,119.1999969,174.3000031,78.37999725,81.40000153,71.33000183,43.72000122,72.94999695,71.62000275,118.3000031,42.86000061,72.56999969,89.04000092,75.69999695,49.47000122,43.90999985,26.75,18.90999985,13.97000027,19.57999992,14.69999981,13.39999962,13.5,13.97000027,27.84000015,17.67000008,25.27000046,71.04000092,85.12999725,43.66999817,51.79999924,,60.45999908,76.40000153,48.31000137,34.63999939,42.31999969,,32.25999832,35.04000092,21.42000008,38.61999893,43.88999939,48.25,17.54999924,42.88000107,30.29000092,31.12000084,68.23999786,59.11000061,52.15999985
24/02 12:00,,175.5,119,164.6000061,77.29000092,79.98000336,68.41999817,43.15000153,78.33000183,69.94999695,114.8000031,43.09000015,70.01999664,87.52999878,75.69999695,49.40000153,43.61999893,25.30999947,18.29999924,12.97000027,18.07999992,14.10000038,12.51000023,12.93000031,12.97000027,26.70000076,17.22999954,24.81999969,68.29000092,81.93000031,42.61999893,51.79999924,,58.58000183,74.91000366,47.65000153,33.68999863,41.68999863,,31.75,33.27000046,20.65999985,37.56999969,42.90000153,46.58000183,16.62999916,42.24000168,28.45999908,30.71999931,67.31999969,59.08000183,51.50999832
25/02 12:00,,170.8000031,119,156.6000061,76,78.12999725,64.86000061,43.36999893,78.37999725,67.69000244,112.1999969,43.83000183,67.40000153,86.01999664,75.69999695,49.40000153,42.61999893,24.46999931,17.70000076,12.47999954,16.70000076,13.5,11.93000031,12.47999954,12.47999954,25.12999916,17.20000076,25.36000061,,78.73000336,41.34000015,51.79999924,,57.18999863,73.41999817,46.93999863,32.79000092,40.79999924,,31.37000084,32.18999863,20.60000038,36.52999878,42.74000168,44.52000046,16.05999947,40.27999878,26.64999962,44.22000122,66.11000061,60.29000092,50.65000153
26/02 12:00,,167.6999969,119,154.3000031,72.06999969,74.69999695,62.49000168,41.72000122,76.95999908,66.30999756,108.4000015,43.88999939,65.06999969,84.51000214,75.69999695,49.13000107,41.81000137,23.84000015,16.96999931,12.02999973,16.32999992,12.93000031,11.14999962,11.82999992,12.02999973,23.70999908,17.06999969,26.18000031,,75.52999878,39.52999878,51.79999924,,54.95999908,71.91999817,45.99000168,32.20999908,40.15999985,,31.21999931,30.42000008,20.60000038,35.56999969,41.79000092,43.31000137,15.68999958,39.15000153,,45.95000076,65.91999817,60.40000153,50.31000137
27/02 12:00,,163.5,119,153.1000061,70.90000153,70.45999908,60.75,40.86000061,75.19999695,65,105.1999969,44.11999893,63.43999863,83,75.41000366,48.27000046,41.52000046,23.62000084,16.06999969,11.56999969,15.06999969,15.78999996,10.68000031,10.82999992,11.67000008,22.69000053,16.62999916,29.34000015,62.29000092,72.51000214,38.41999817,51.52999878,,53.15999985,70.43000031,44.93999863,30.84000015,38.22000122,,30.79999924,29.38999939,20.60000038,34.66999817,40.74000168,41.31000137,14.55000019,38.54000092,,45.95000076,64.04000092,60.47999954,49.45000076
28/02 12:00,,161.5,119,149.1000061,68.05999756,69.22000122,58.18999863,40.58000183,72.63999939,63.43999863,103.1999969,44.86000061,61.08000183,81.81999969,74.45999908,47.93000031,40.52999878,22.87000084,15.86999989,11.11999989,13.56999969,26.82999992,10.22999954,10.64999962,11.55000019,21.30999947,16.60000038,31.59000015,53.90999985,70.95999908,37.36999893,50.13000107,,52.34000015,68.94000244,43.88999939,29.88999939,37.02000046,,30.36000061,28.85000038,20.21999931,34.54999924,39.75,39.20999908,13.63000011,37.56999969,,45.88999939,62.52999878,61.68999863,49.11000061
29/02 12:00,,160.8999939,119,148.1000061,67.80500031,68.86000061,57.96500015,40.22500038,71.47499847,61.33000183,101.75,44.88999939,60.05000114,81.40000153,74.42499924,47.26499939,40.11999893,22.23999977,15.6500001,10.9000001,13.25,27.98999977,10.05249977,10.43999958,11.33500004,20.29000092,16.53499985,31.46000004,55.69000053,70.76999664,36.8599987,48.98000145,,51.25,68.19000244,43.39500046,29.41499996,,,30.07999992,28.21000004,19.42000008,34.16499901,39.67000008,38.16499901,13.06000042,36.875,,45.15499878,61.04999924,61.74499893,48.64500046
01/03 12:00,,158.1000061,119,147.1000061,67.55000305,67.62000275,57.74000168,39.86999893,70.30999756,59.84999847,100.3000031,44.91999817,59.02000046,79.98000336,74.38999939,46.59999847,39.70999908,21.84000015,15.43000031,10.68000031,12.93000031,21.90999985,9.875,10.22999954,11.11999989,18.81999969,16.46999931,31.32999992,57.47000122,70.33000183,36.34999847,47.83000183,,50.54000092,67.44000244,42.90000153,28.94000053,,,29.79999924,27.56999969,19,33.77999878,39.59000015,37.11999893,13,36.18000031,,44.41999817,59.11000061,61.79999924,48.18000031
02/03 12:00,,153.8999939,119,148.1000061,66.59999847,66.01999664,57.68000031,39.59999847,68.63999939,57.86999893,98.62999725,45.15000153,57.54999924,78.47000122,74.38999939,44.77999878,39.41999817,20.32999992,15.27000046,10.22999954,12.38000011,18.23999977,9.75,9.774999619,10.68000031,17.60000038,16.03000069,29.95999908,56.09999847,70.26999664,35.18000031,45.84000015,,48.90000153,65.94999695,42.79999924,27.61000061,33.74000168,,29.04000092,26.62000084,19,34.52999878,38.63999939,35.15000153,13,34.54999924,23.70999908,42.31999969,58.86000061,61.79999924,47.02999878
03/03 12:00,,150.8999939,118.5999985,152.6000061,66.23999786,63.75999832,60.11000061,38.68000031,66.37999725,56.65999985,96.65000153,45.88999939,55.31999969,76.95999908,73.80999756,43.66999817,38.41999817,18.95999908,14.69999981,9.675000191,11.60000038,14.32999992,9.324999809,9.324999809,10.22999954,16.39999962,16,29.43000031,54.25,70.59999847,33.33000183,44.49000168,,46.63000107,64.45999908,42.79999924,26.95999908,33.20999908,,29.76000023,25.81999969,19,34.54999924,37.59000015,33.68999863,12.77000046,31.81999969,21.89999962,40.22000122,56.13999939,61.79999924,45.97000122
04/03 12:00,,146.8000031,116.1999969,157.3999939,64.70999908,62.41999817,60.29999924,37.70000076,64.70999908,55.25,93.86000061,45.95000076,53.27000046,75.48999786,70.45999908,42.61999893,37.61000061,18.17000008,13.97000027,8.899999619,11.11999989,11.52000046,8.875,8.875,9.774999619,15.19999981,15.86999989,27.84000015,53.04999924,56.95000076,31.63999939,42.45000076,,45.47000122,62.95999908,42.79999924,26.28000069,33.08000183,,29.46999931,25.02000046,18.70999908,33.66999817,36.15999985,32.29999924,,31.29000092,20.22999954,38.11999893,53.72000122,61.13000107,44.91999817
05/03 12:00,,144.6999969,112.8000031,161.1000061,61.97999954,61.25999832,60.81000137,36.72000122,62.22999954,53.27000046,92.15000153,46.18000031,51.83000183,73.87999725,65,41.58000183,37.31999969,17.27000046,13.06999969,8.458000183,10.68000031,10.18000031,8.524999619,8.524999619,9.324999809,14,15.43000031,26.70000076,51.84999847,64.58999634,30.63999939,40.34999847,,44.36000061,61.47000122,42.74000168,26.15999985,32.79000092,,29.31999969,24.54999924,18.39999962,32.77000046,35.5,30.45999908,,30.29000092,18.67000008,36.06999969,53,59.65999985,43.93000031
06/03 12:00,,142.1999969,110.1999969,161.8999939,59.34000015,59.84999847,62.22000122,35.95000076,59.65999985,52.06000137,90.22000122,46.91999817,49.72999954,71.62000275,62.49000168,40.52999878,36.34999847,17.06999969,12.89999962,8.149999619,10.22999954,9.350000381,8.432999611,8.432999611,8.875,12.97000027,15.39999962,25.30999947,50.65000153,60.99000168,29.69000053,38.04000092,,41.56999969,59.97999954,41.79000092,25.47999954,32.25999832,,28.85000038,23.86000061,18.37000084,32.70000076,34.63999939,29.40999985,,28.52000046,16.42000008,34.22000122,52.36000061,57.31999969,43.79000092
07/03 12:00,,138.8000031,106.9000015,164.1999969,59.15000153,57.86999893,59.97999954,36.34000015,56.52999878,50.93000031,87.61000061,46.97999954,47.90000153,70.23999786,61.50999832,39.47999954,35.59999847,16.5,12.47999954,7.916999817,9.675000191,8.807999611,8.217000008,8.083000183,8.524999619,12.47999954,15.27000046,24.29000092,49.45000076,57.29999924,28.73999977,35.29999924,,38.75999832,58.47999954,40.74000168,25.36000061,31.75,,28.04000092,23.79999924,17.80999947,32.65000153,33.68999863,28.89999962,,27.39999962,15.44999981,33.13999939,49.47999954,55.95999908,42.81999969
08/03 12:00,,136.1999969,104.8000031,167.1000061,58.88999939,56.65999985,53.25,37.52999878,54.16999817,49.90000153,85.68000031,46.75,46.58000183,68.93000031,60.93999863,38.41999817,35.34000015,15.89999962,12.02999973,7.833000183,8.899999619,8.307999611,8.199999809,7.5,8.5,12.02999973,14.82999992,22.90999985,48.25,54.90000153,28,33.33000183,,35.15000153,56.99000168,39.75,24.68000031,31.30999947,,27.89999962,23.42000008,17.18000031,31.77000046,32.79000092,28.85000038,,25.86000061,15.39999962,31.70999908,47.09000015,54.29000092,41.77000046
09/03 12:00,,132.8000031,101.9000015,170.6999969,58.06000137,55.50999832,46.93999863,36.72000122,51.88999939,48.86999893,83.08000183,46.00999832,44.58000183,67.62000275,59.52999878,37.15999985,34.43999863,15.43000031,11.56999969,7.550000191,8.524999619,8.482999802,8.133000374,7.032999992,8.432999611,11.56999969,14.80000019,22.06999969,47.06000137,52.43999863,27.73999977,31.43000031,,33.25,55.5,39.59000015,24.22999954,30.79999924,,27.09000015,22.62000084,15.77000046,30.87000084,32.25999832,27.55999947,,25.31999969,15.07999992,29.48999977,46.5,54.13000107,40.72000122
10/03 12:00,,130.6999969,99.87000275,171,57.22999954,54.36000061,44.81000137,35.74000168,49.72999954,47.15000153,81.48999786,45.72000122,43.20000076,66.30999756,60.24000168,35.45000076,33.70000076,15.39999962,11.11999989,7.25,8.432999611,8.366999626,7.782999992,6.933000088,8.217000008,11.11999989,14.67000008,21.27000046,45.50999832,44.22000122,26.87999916,29.73999977,,33.65999985,54,38.63999939,23.79999924,30.75,,26.62999916,22.57999992,14.56000042,30.34000015,31.30999947,26.19000053,,23.56999969,13.92000008,27.56999969,45.88999939,53.09000015,39.66999817
11/03 12:00,,128.1999969,97.09999847,171,54.74000168,52.95000076,43.72000122,34.75999832,47.66999817,44.58000183,79.63999939,44.75,43.15000153,65,60.56000137,34.43999863,33.43999863,15.27000046,10.77000046,6.949999809,8.217000008,7.867000103,7.267000198,6.650000095,8.133000374,10.68000031,14.22999954,20.02000046,43.47000122,44.50999832,25.88999939,29.37000084,,35.88999939,52.50999832,37.59000015,23.76000023,29.94000053,,25.82999992,22.62000084,14.17000008,29.85000038,30.36000061,24.70999908,,23.37000084,12.81000042,27,44.41999817,53,38.68000031
12/03 12:00,,124.8000031,95.02999878,169.3999939,53.33000183,51,42.91999817,33.99000168,45.84000015,45.61000061,77.04000092,43.95000076,40.75,63.68999863,60.61999893,33.49000168,32.54000092,14.69999981,10.64999962,6.650000095,8.133000374,7.550000191,6.949999809,6.349999905,7.849999905,10.32999992,14.19999981,17.81999969,42.25999832,43.40999985,24.32999992,30.27000046,,38.29999924,51.02000046,36.59999847,23.07999992,29.79999924,,25.39999962,22.14999962,13.35999966,29.38999939,29.40999985,23.87999916,,21.87999916,11.89000034,26.22999954,42.88000107,52.93000031,38.54000092
13/03 12:00,,122.1999969,92.23999786,162.1000061,48.65999985,49.90000153,42.86000061,33.72000122,44.52000046,44.75,75.19999695,43.65999985,39.43999863,62.41999817,57.68000031,32.54000092,31.59000015,14.10000038,10.22999954,6.349999905,7.849999905,7.25,6.717000008,6.050000191,7.617000103,10.10000038,14.06999969,17.10000038,40.74000168,41.31000137,22.90999985,29.43000031,,41.18999863,49.52000046,36.5,23,28.98999977,,25.03000069,21.45999908,12.77999973,29.36000061,28.45999908,23.43000031,,21.39999962,10.98999977,29.29999924,42.79999924,51.31999969,37.56999969
14/03 12:00,,118.8000031,90.22000122,153.1000061,46.11999893,48.86999893,42.40000153,32.79999924,42.52000046,43.72000122,72.93000031,42.91999817,37.75,61.25999832,55.31999969,31.59000015,30.85000038,13.5,9.774999619,6.050000191,7.617000103,7.017000198,6.699999809,5.816999912,7.467000008,9.25,13.63000011,16.5,39.68999863,39.20999908,22.06999969,30.27000046,,37.59000015,48.02999878,36.56000137,23,28.40999985,,24.55999947,21.02000046,14.19999981,29.85000038,27.95000076,22.59000015,,21.35000038,10.09000015,31.80999947,42.74000168,50.52999878,36.52999878
15/03 12:00,,116.6999969,87.61000061,146.1000061,45.25999832,47.84000015,40.70000076,31.81999969,40.47999954,42.68999863,71.26000214,42.63000107,36.5,60.11000061,52.79000092,30.43000031,30.59000015,12.93000031,9.324999809,5.75,7.532999992,6.933000088,6.632999897,5.68900013,7.032999992,8.482999802,13.60000038,15.89999962,38.59000015,36.25,21.27000046,28.79000092,,36.58000183,46.54000092,37.50999832,22.62999916,26.68000031,,23.82999992,20.54999924,15.71000004,29.85000038,27.95000076,21.52000046,,20.65999985,9.194000244,23.63999939,41.83000183,48.84999847,35.56999969
16/03 12:00,,114.1999969,85.68000031,141.3000031,42.56999969,46.58000183,39.86999893,30.87000084,38.50999832,41.65999985,69,41.65999985,34.59000015,58.95999908,49.79999924,28.79000092,29.69000053,12.57999992,8.875,5.517000198,7.117000103,6.717000008,6.349999905,5.282999992,7,8.149999619,13.47000027,15.30000019,36.70000076,33.68999863,20.46999931,27.61000061,,35.59000015,45.04000092,38.56000137,22.15999985,25.06999969,,23.07999992,19.86000061,15.39999962,30.36000061,28,22.86000061,,20.54999924,8.373999596,21.82999992,41.75,47.15999985,34.61999893
17/03 12:00,,110.8000031,83.08000183,139.1999969,40.70000076,44.81000137,39.81999969,30.05999947,36.54999924,40.63999939,67.33000183,40.86000061,32.84999847,57.81000137,47.66999817,27.79000092,28.95000076,12.55000019,8.524999619,5.455999851,6.316999912,6.632999897,6.050000191,5.066999912,6.867000103,7.849999905,13.02999973,14.69999981,36.00999832,32.74000168,19.67000008,26.29999924,,34.63999939,43.54999924,39.54999924,21.47999954,23.46999931,,22.62999916,19.42000008,15.39999962,31.62000084,28.86000061,23.38999939,,19.86000061,7.744999886,20.22999954,41.75,52.72999954,33.66999817
18/03 12:00,,108.3000031,81.15000153,129.8999939,39.86999893,43.72000122,39.38000107,29.42000008,34.81000137,39.65999985,64.77999878,40.58000183,31.63999939,56.65999985,46.29000092,26.87999916,28.69000053,12.44999981,8.5,5.31099987,5.767000198,6.416999817,5.75,4.910999775,6.367000103,7.550000191,13,13.97000027,35.18000031,31.35000038,18.90999985,26.02000046,,33.68999863,42.06000137,39.65000153,21.03000069,21.87000084,,22.20000076,18.96999931,15.39999962,30.36000061,29.76000023,21.87000084,,19.75,7.081999779,19.20000076,41.75,50.72999954,32.72000122
19/03 12:00,,105.1999969,77.62999725,115.6999969,39.38000107,42.68999863,37.75,29.20000076,33.56000137,38.68000031,62.49000168,39.65999985,30.11000061,55.50999832,46.91999817,25.88999939,27.79000092,12.13000011,8.5,5.256000042,5.472000122,6.532999992,5.517000198,4.855999947,5.982999802,7.183000088,12.89999962,12.86999989,37.06000137,29.45000076,18.29999924,25.62000084,,32.68999863,40.56000137,39.16999817,20.55999947,20.27000046,,21.82999992,18.40999985,15.10999966,28.92000008,29.89999962,20.30999947,,18.78000069,7.552999973,21.59000015,41.75,49.95999908,31.77000046
20/03 12:00,,103.1999969,73.38999939,108,37.97000122,41.65999985,36.5,27.88999939,31.69000053,37.70000076,61,38.88999939,29.05999947,54.36000061,46.97999954,24.51000023,27.04999924,12,8.432999611,5.111000061,5.267000198,6.967000008,5.455999851,4.666999817,5.532999992,6.599999905,12.57999992,11.94999981,39.86000061,27.55999947,17.70000076,25.97999954,,32.13000107,39.06999969,38.06000137,19.87999916,18.77000046,,21.39999962,17.85000038,14.80000019,28.02000046,30.70999908,19.79999924,,18.37000084,7.599999905,22.14999962,41.75,48.22999954,30.81999969
21/03 12:00,,100.3000031,72.79000092,108.9000015,37.63999939,40.41999817,34.81000137,26.04999924,30.11000061,36.72000122,59.02000046,38.61999893,27.48999977,53.20999908,46.97999954,23.30999947,26.81999969,11.67000008,8.149999619,5.056000233,5.066999912,7.066999912,5.31099987,4.467000008,5.5,6.267000198,12.55000019,11.14999962,38.15999985,26.22999954,17.10000038,25.27000046,,31.88999939,37.58000183,36.15999985,19.15999985,17.54999924,,21.36000061,17.51000023,14.80000019,27.95000076,30.70000076,19.76000023,,17.52000046,7.599999905,21.03000069,41.18999863,46.59000015,29.87000084
22/03 12:00,,98.62999725,71.26000214,108.5999985,36.72000122,38.72999954,33.77999878,28.17000008,29.05999947,35.74000168,57.54999924,37.90999985,26.04999924,52.06000137,46.97999954,21.18000031,26.06999969,11.55000019,7.849999905,4.867000103,4.867000103,7.150000095,5.256000042,4.31099987,5.455999851,6.599999905,12.44999981,10.77000046,36.11000061,25.84000015,16.5,24.29000092,,31.35000038,36.08000183,35.11000061,18.12000084,16.35000038,,20.62999916,16.90999985,14.77000046,27.95000076,29.18000031,19.04000092,,16.43000031,7.599999905,19.44000053,39.22999954,45.38999939,28.92000008
23/03 12:00,,96.65000153,68.41999817,106.4000015,35.74000168,37.70000076,33.00999832,30.88999939,27.48999977,34.75999832,55.56999969,37.63999939,25.01000023,50.93000031,47.20999908,19.70999908,25.44000053,11.42000008,7.550000191,4.666999817,4.666999817,6.732999802,5.066999912,4.256000042,5.267000198,6.416999817,12.13000011,10.64999962,34.20000076,25.82999992,16.03000069,22.72999954,,29.84000015,34.59000015,34.11000061,17.79999924,15.14999962,,19.87999916,16.60000038,14.25,27.43000031,30.62000084,19.87999916,,17.43000031,7.599999905,18.15999985,38.59999847,43.93000031,27.96999931
24/03 12:00,,93.86000061,64.86000061,102.9000015,34.97000122,36.72000122,32.74000168,34.38000107,26.04999924,33.77999878,54.09999847,36.72000122,23.62000084,49.90000153,47.95000076,19.04000092,25.21999931,12.05000019,7.25,4.511000156,4.467000008,6.699999809,4.867000103,4.111000061,5.066999912,6.333000183,12.10000038,10.22999954,32.50999832,25.39999962,15.86999989,21.12999916,,28.45999908,33.09999847,32.74000168,17.52000046,14.17000008,,19.43000031,16.60000038,14.19999981,20.12000084,30.85000038,29.92000008,,17.12999916,7.599999905,17.82999992,39.15999985,43.29000092,27.03000069
25/03 12:00,,91.80999756,60.95999908,98.44999695,35.13999939,35.52000046,31.81999969,37.36999893,25.01000023,32.79999924,51.88999939,35.95000076,22.63999939,48.86999893,47.54999924,19.18000031,24.63999939,12,7.017000198,4.5,4.267000198,6.566999912,4.666999817,4.056000233,4.867000103,6.117000103,12,9.774999619,35.61999893,25.03000069,15.43000031,19.44000053,,27.14999962,31.60000038,31.40999985,16.98999977,12.47999954,,18.72999954,16.60000038,14.19999981,25.59000015,31.65999985,17.22999954,,14.85999966,7.599999905,18.35000038,41.06000137,41.77000046,26.21999931
26/03 12:00,,89.12999725,55.50999832,94.76000214,36.27999878,33.83000183,31.04999924,40.33000183,23.62000084,31.81999969,49.95999908,35.68000031,21.44000053,47.84000015,46.29000092,19.76000023,24.42000008,11.67000008,6.933000088,4.455999851,4.111000061,6.066999912,4.467000008,3.867000103,4.666999817,6.032999992,11.67000008,9.324999809,36.11000061,24.55999947,15.27000046,17.63999939,,25.82999992,30.11000061,30.36000061,17.10000038,11.46000004,,18.12000084,16.56999969,14.19999981,25.42000008,31.70000076,16.62999916,,13.92000008,7.599999905,18.39999962,40.77999878,40.77999878,25.42000008
27/03 12:00,,87.52999878,56.97999954,90.05999756,37.75,32.79999924,31,43.61000061,22.79000092,31.04999924,48.63999939,34.97000122,20.40999985,46.81000137,46.68999863,19.97999954,23.84000015,11.55000019,6.650000095,4.31099987,4.056000233,5.816999912,4.31099987,3.667000055,4.556000233,5.816999912,11.55000019,8.875,34.20000076,23.87999916,14.69999981,16.53000069,,25.07999992,28.62000084,29.85000038,16.03000069,10.56000042,,17.77000046,16.01000023,13.90999985,24.65999985,30.84000015,16.03000069,,12.89000034,7.43900013,18.07999992,40.70000076,40.20000076,24.65999985
28/03 12:00,,85.68000031,58.70000076,85.51000214,37.86000061,31.81999969,30.81999969,47.43999863,21.94000053,30.81999969,46.86999893,34.70000076,19.18000031,45.77999878,45.54999924,20.55999947,23.62000084,11.22000027,6.349999905,4.300000191,3.867000103,5.867000103,4.256000042,3.510999918,4.644000053,5.732999802,11.11999989,8.458000183,32.36000061,23.43000031,13.97000027,15.77000046,,24.62999916,27.12000084,29.79999924,15.42000008,9.663000107,,17.22999954,15.44999981,13.60000038,24.60000038,29.88999939,15.42000008,,14.15999985,6.880000114,17.20999908,40.13999939,39.09000015,24.54999924
29/03 12:00,,83.08000183,62.09999847,81.66000366,37.86000061,30.87000084,30.23999977,50.63999939,20.75,30.05999947,45.54999924,32.79999924,20.21999931,44.52000046,43.54999924,20.42000008,23.04000092,11.19999981,6.050000191,4.256000042,3.667000055,6.017000198,4.111000061,3.467000008,4.511000156,5.517000198,10.77000046,8.217000008,31.75,22.95999908,12.86999989,14.86999989,,23.82999992,25.62999916,28.94000053,14.85999966,8.770999908,,16.62999916,15.39999962,,24.54999924,28.94000053,14.82999992,,16.79999924,6.699999809,,38.11999893,,23.86000061
30/03 12:00,,81.15000153,65.30000305,80.30999756,37.86000061,29.87999916,30.37000084,52.70000076,20.02000046,29.42000008,43.54999924,30.5,20.95000076,42.75,41.5,19.67000008,22.81999969,11.10000038,5.75,4.111000061,3.510999918,5.705999851,4.056000233,3.35800004,4.544000149,5.455999851,10.64999962,9.067000389,31.70000076,22.28000069,12.05000019,15.06999969,,,24.13999939,28.04000092,14.77000046,8.074999809,,16.03000069,15.10999966,,,28.04000092,14.22000027,,19.54999924,6.699999809,,36.06999969,,23.75
31/03 12:00,,78.55000305,66.75,79.88999939,37.86000061,28.84000015,30.59000015,50.77000046,19.48999977,29.20000076,41.72000122,37.27000046,21.63999939,41.00999832,39.70999908,19.04000092,22.06999969,10.77000046,5.583000183,4.099999905,3.5,5.328000069,3.911000013,3.316999912,4.68900013,5.267000198,10.32999992,11.68000031,30.84000015,21.82999992,11.67000008,15.67000008,,,22.63999939,27.89999962,14.5,7.65199995,,15.18000031,14.77000046,,,27.51000023,13.65999985,,23.19000053,6.861000061,,34.66999817,,23.05999947
01/04 12:00,,76.66999817,67.76999664,78.47000122,38.29999924,29.69000053,29.29000092,48.70000076,19.45000076,28.61000061,40.41999817,45.29999924,22.5,37.86000061,38.45999908,19,21.44000053,10.75,5.782999992,4.099999905,3.5,5.256000042,3.900000095,3.207999945,4.699999809,5.066999912,10.19999981,11.14999962,29.51000023,20.43000031,11.55000019,14.60000038,,,21.47999954,26.71999931,14.26000023,9.697999954,,14.77000046,14.25,,,26.95999908,13.56999969,,23.85000038,7.244999886,,34.59999847,,22.95000076
02/04 12:00,,74.26000214,68.41999817,77.29000092,39.70999908,30.90999985,28.96999931,46.63999939,19.60000038,28.38999939,38.50999832,55.83000183,23.80999947,36.72000122,36.54999924,19,21.21999931,10.75,5.800000191,4.056000233,3.467000008,5.066999912,3.900000095,3.167000055,4.656000137,4.910999775,9.875,10.68000031,28.40999985,20.79999924,11.22000027,13.52999973,,22.22999954,21.36000061,26.15999985,14.17000008,11.26000023,,14.22000027,14.44999981,14.03999996,22.14999962,26.22999954,13,9.850000381,24.05999947,9.25399971,14.80000019,34.59999847,,22.26000023
